Transaction ID,Customer ID,Date,Product Category,Quantity,Price Per Unit,Payment Method,Store Location,Discount Applied,Age,Gender,Total Amount
T101126,C1125,2025-07-02 22:00:00,Clothing,9,373.46,Cash,Paris,No,40,Other,3361.14
T101943,C1338,2025-07-03 00:00:00,Beauty,6,206.55,Digital Wallet,Nice,No,31,Female,1239.3
T101830,C1377,2025-07-03 01:00:00,Clothing,4,229.86,Debit Card,Nice,Yes,58,Other,919.44
T100619,C1372,2025-07-03 02:00:00,Clothing,4,365.15,Credit Card,Strasbourg,No,18,Other,1460.6
T101930,C1442,2025-07-03 05:00:00,Home Decor,5,389.42,Cash,Montpellier,No,34,Male,1947.1
T101281,C1228,2025-07-03 11:00:00,Clothing,3,384.05,Debit Card,Nantes,Yes,66,Other,1152.15
T101948,C1214,2025-07-03 11:00:00,Groceries,9,71.72,Debit Card,Nice,Yes,18,Other,645.48
T101999,C1013,2025-07-03 14:00:00,Electronics,1,240.79,Debit Card,Lyon,No,24,Female,240.79
T101052,C1094,2025-07-03 19:00:00,Groceries,8,129.65,Debit Card,Paris,No,66,Female,1037.2
T101636,C1176,2025-07-04 07:00:00,Clothing,7,288.88,Debit Card,Toulouse,No,54,Male,2022.16
T100076,C1454,2025-07-05 02:00:00,Clothing,6,287.3,Digital Wallet,Toulouse,Yes,19,Other,1723.8
T100645,C1237,2025-07-05 03:00:00,Beauty,9,11.75,Debit Card,Nantes,No,38,Female,105.75
T100236,C1445,2025-07-05 21:00:00,Home Decor,2,321.44,Cash,Nantes,Yes,34,Other,642.88
T100660,C1356,2025-07-05 22:00:00,Beauty,9,161.61,Debit Card,Montpellier,No,28,Female,1454.49
T101159,C1004,2025-07-05 22:00:00,Home Decor,5,229.42,Credit Card,Marseille,Yes,24,Male,1147.1
T101847,C1454,2025-07-06 07:00:00,Groceries,1,275.83,Debit Card,Toulouse,No,27,Other,275.83
T101882,C1151,2025-07-06 12:00:00,Beauty,6,202.53,Cash,Montpellier,No,73,Other,1215.18
T101218,C1370,2025-07-06 14:00:00,Home Decor,5,117.89,Digital Wallet,Nantes,Yes,61,Male,589.45
T101297,C1151,2025-07-06 19:00:00,Clothing,5,158.12,Debit Card,Marseille,Yes,33,Male,790.6
T101721,C1263,2025-07-06 20:00:00,Home Decor,1,299.19,Credit Card,Strasbourg,No,27,Male,299.19
T101707,C1471,2025-07-06 23:00:00,Clothing,9,389.59,Cash,Montpellier,No,66,Female,3506.31
T101111,C1284,2025-07-07 01:00:00,Groceries,1,152.84,Credit Card,Nantes,Yes,46,Female,152.84
T100090,C1105,2025-07-07 06:00:00,Beauty,9,84.55,Credit Card,Montpellier,Yes,40,Other,760.95
T101094,C1334,2025-07-07 08:00:00,Electronics,3,19.03,Debit Card,Montpellier,Yes,47,Other,57.09
T100205,C1035,2025-07-07 09:00:00,Home Decor,5,300.57,Cash,Marseille,No,19,Other,1502.85
T100531,C1493,2025-07-07 10:00:00,Beauty,2,318.76,Debit Card,Nantes,No,57,Female,637.52
T101103,C1471,2025-07-07 12:00:00,Home Decor,6,172.19,Digital Wallet,Lyon,No,62,Female,1033.14
T101257,C1110,2025-07-07 14:00:00,Groceries,8,451.24,Credit Card,Nice,No,19,Other,3609.92
T100705,C1167,2025-07-07 19:00:00,Clothing,5,248.65,Debit Card,Nantes,Yes,37,Male,1243.25
T100104,C1303,2025-07-07 23:00:00,Groceries,7,395.7,Debit Card,Montpellier,No,48,Other,2769.9
T100618,C1236,2025-07-08 00:00:00,Groceries,7,208.87,Digital Wallet,Paris,No,40,Other,1462.09
T101351,C1138,2025-07-08 03:00:00,Home Decor,9,341.38,Cash,Nice,No,28,Other,3072.42
T101747,C1084,2025-07-08 17:00:00,Electronics,8,412.93,Digital Wallet,Strasbourg,No,69,Other,3303.44
T101412,C1212,2025-07-08 22:00:00,Home Decor,7,479.37,Debit Card,Marseille,Yes,70,Male,3355.59
T101076,C1406,2025-07-08 22:00:00,Electronics,1,171.1,Debit Card,Lyon,No,71,Female,171.1
T100919,C1226,2025-07-09 07:00:00,Electronics,7,329.2,Debit Card,Montpellier,No,69,Other,2304.4
T100582,C1307,2025-07-09 17:00:00,Electronics,2,174.26,Credit Card,Strasbourg,No,68,Female,348.52
T101911,C1426,2025-07-09 18:00:00,Electronics,6,240.45,Digital Wallet,Toulouse,No,72,Other,1442.7
T101867,C1028,2025-07-09 19:00:00,Home Decor,7,377.08,Cash,Lyon,No,42,Female,2639.56
T101740,C1431,2025-07-10 04:00:00,Beauty,6,155.21,Cash,Nantes,Yes,42,Other,931.26
T100089,C1053,2025-07-10 05:00:00,Electronics,1,248.93,Cash,Paris,No,25,Other,248.93
T101855,C1121,2025-07-10 05:00:00,Electronics,3,104.58,Debit Card,Marseille,Yes,29,Other,313.74
T101390,C1375,2025-07-10 18:00:00,Clothing,9,371.45,Credit Card,Paris,Yes,65,Female,3343.05
T100837,C1173,2025-07-10 20:00:00,Groceries,8,137.8,Credit Card,Montpellier,No,31,Male,1102.4
T100532,C1399,2025-07-10 20:00:00,Electronics,6,457.74,Cash,Lyon,No,38,Other,2746.44
T100620,C1384,2025-07-10 21:00:00,Clothing,1,228.56,Credit Card,Strasbourg,No,36,Male,228.56
T101821,C1041,2025-07-11 05:00:00,Clothing,5,194.07,Cash,Toulouse,Yes,72,Female,970.35
T100315,C1200,2025-07-11 05:00:00,Home Decor,2,32.91,Credit Card,Marseille,No,23,Female,65.82
T100923,C1401,2025-07-11 09:00:00,Groceries,6,467.14,Cash,Strasbourg,No,49,Female,2802.84
T100933,C1373,2025-07-11 10:00:00,Home Decor,8,482.09,Cash,Paris,No,63,Male,3856.72
T100119,C1409,2025-07-11 14:00:00,Electronics,6,352.92,Debit Card,Marseille,Yes,36,Female,2117.52
T100542,C1214,2025-07-11 16:00:00,Clothing,6,89.78,Debit Card,Marseille,Yes,19,Female,538.68
T100669,C1222,2025-07-11 18:00:00,Home Decor,3,446.58,Debit Card,Strasbourg,No,40,Male,1339.74
T101919,C1228,2025-07-11 18:00:00,Clothing,6,448.06,Cash,Lyon,No,69,Male,2688.36
T101415,C1338,2025-07-12 04:00:00,Electronics,1,84.74,Debit Card,Toulouse,No,22,Other,84.74
T100991,C1364,2025-07-12 14:00:00,Groceries,7,161.76,Digital Wallet,Toulouse,No,68,Female,1132.32
T101329,C1434,2025-07-12 16:00:00,Beauty,1,394.74,Credit Card,Montpellier,No,24,Female,394.74
T101614,C1181,2025-07-12 16:00:00,Electronics,5,290.64,Debit Card,Nice,No,38,Female,1453.2
T100029,C1443,2025-07-12 20:00:00,Beauty,6,274.22,Cash,Nice,No,34,Other,1645.32
T100116,C1366,2025-07-12 21:00:00,Clothing,6,126.77,Digital Wallet,Paris,No,55,Female,760.62
T101097,C1446,2025-07-13 07:00:00,Home Decor,6,133.22,Cash,Toulouse,No,48,Female,799.32
T100903,C1133,2025-07-13 23:00:00,Home Decor,6,249.94,Digital Wallet,Toulouse,Yes,40,Male,1499.64
T100062,C1273,2025-07-14 01:00:00,Electronics,4,99.79,Digital Wallet,Nice,No,41,Other,399.16
T100981,C1255,2025-07-14 11:00:00,Beauty,4,78.89,Cash,Nice,No,51,Female,315.56
T101349,C1292,2025-07-14 14:00:00,Home Decor,4,209.53,Debit Card,Nantes,No,73,Female,838.12
T101958,C1142,2025-07-14 15:00:00,Home Decor,8,385.74,Digital Wallet,Nantes,No,39,Other,3085.92
T100871,C1090,2025-07-15 03:00:00,Beauty,7,128.73,Digital Wallet,Marseille,No,25,Female,901.11
T101556,C1377,2025-07-15 11:00:00,Groceries,5,14.71,Debit Card,Montpellier,Yes,35,Female,73.55
T100422,C1459,2025-07-15 12:00:00,Beauty,9,445.4,Credit Card,Toulouse,No,39,Female,4008.6
T101442,C1224,2025-07-16 01:00:00,Groceries,1,222.86,Digital Wallet,Paris,Yes,18,Male,222.86
T101333,C1325,2025-07-16 10:00:00,Electronics,6,444.34,Cash,Lyon,No,60,Other,2666.04
T100774,C1083,2025-07-16 18:00:00,Home Decor,4,367.19,Debit Card,Marseille,No,41,Female,1468.76
T101395,C1482,2025-07-17 00:00:00,Groceries,3,329.41,Cash,Lyon,No,40,Other,988.23
T100746,C1407,2025-07-17 01:00:00,Clothing,8,475.35,Credit Card,Nantes,No,69,Other,3802.8
T100677,C1492,2025-07-17 03:00:00,Groceries,7,231.33,Debit Card,Paris,Yes,41,Male,1619.31
T100280,C1219,2025-07-17 04:00:00,Clothing,7,204.81,Cash,Montpellier,Yes,24,Male,1433.67
T100034,C1021,2025-07-17 06:00:00,Electronics,8,332.64,Digital Wallet,Marseille,No,27,Other,2661.12
T100680,C1279,2025-07-17 14:00:00,Electronics,3,56.81,Cash,Paris,No,63,Male,170.43
T101156,C1050,2025-07-17 15:00:00,Clothing,4,407.28,Cash,Marseille,No,68,Male,1629.12
T100689,C1339,2025-07-17 16:00:00,Clothing,8,223.56,Debit Card,Marseille,No,51,Other,1788.48
T100152,C1134,2025-07-18 02:00:00,Electronics,7,492.54,Credit Card,Lyon,Yes,31,Female,3447.78
T101247,C1144,2025-07-18 09:00:00,Groceries,7,61.93,Credit Card,Nice,No,41,Female,433.51
T101626,C1149,2025-07-18 13:00:00,Home Decor,6,174.81,Cash,Montpellier,No,71,Other,1048.86
T100728,C1114,2025-07-18 20:00:00,Electronics,4,300.38,Debit Card,Montpellier,Yes,20,Other,1201.52
T100552,C1313,2025-07-19 16:00:00,Groceries,5,134.71,Digital Wallet,Marseille,No,35,Male,673.55
T100427,C1021,2025-07-19 17:00:00,Home Decor,4,303.59,Cash,Strasbourg,No,35,Other,1214.36
T101985,C1314,2025-07-19 22:00:00,Clothing,7,408.03,Credit Card,Nice,No,37,Other,2856.21
T100559,C1270,2025-07-19 22:00:00,Home Decor,9,358.09,Debit Card,Nice,Yes,40,Female,3222.81
T101862,C1306,2025-07-19 22:00:00,Clothing,1,130.43,Debit Card,Toulouse,No,21,Other,130.43
T100885,C1475,2025-07-20 08:00:00,Clothing,6,442.7,Digital Wallet,Toulouse,No,66,Female,2656.2
T101896,C1336,2025-07-20 19:00:00,Home Decor,3,290.32,Cash,Toulouse,Yes,24,Female,870.96
T100831,C1441,2025-07-20 19:00:00,Groceries,3,53.99,Debit Card,Marseille,No,43,Other,161.97
T101382,C1304,2025-07-21 01:00:00,Clothing,4,437.42,Debit Card,Paris,Yes,50,Other,1749.68
T100958,C1027,2025-07-21 01:00:00,Clothing,6,213.21,Debit Card,Nantes,No,19,Other,1279.26
T100653,C1431,2025-07-21 05:00:00,Beauty,5,119.52,Cash,Toulouse,No,24,Male,597.6
T101897,C1445,2025-07-21 11:00:00,Beauty,2,397.04,Debit Card,Strasbourg,No,44,Other,794.08
T101270,C1100,2025-07-21 13:00:00,Electronics,3,437.26,Debit Card,Toulouse,No,21,Other,1311.78
T100393,C1098,2025-07-21 17:00:00,Home Decor,5,10.83,Digital Wallet,Nantes,Yes,19,Female,54.15
T100220,C1027,2025-07-21 18:00:00,Beauty,6,237.24,Debit Card,Montpellier,No,59,Female,1423.44
T101550,C1327,2025-07-21 20:00:00,Groceries,5,479.13,Digital Wallet,Lyon,No,69,Male,2395.65
T101986,C1214,2025-07-22 04:00:00,Home Decor,3,452.47,Credit Card,Marseille,No,36,Male,1357.41
T101746,C1150,2025-07-22 10:00:00,Home Decor,6,140.9,Digital Wallet,Paris,No,72,Other,845.4
T101514,C1298,2025-07-22 17:00:00,Home Decor,5,442.26,Credit Card,Marseille,No,24,Male,2211.3
T101061,C1378,2025-07-22 18:00:00,Beauty,8,11.9,Digital Wallet,Paris,No,65,Male,95.2
T100358,C1059,2025-07-22 18:00:00,Groceries,5,61.13,Credit Card,Paris,No,53,Female,305.65
T100726,C1089,2025-07-22 19:00:00,Beauty,9,411.79,Cash,Strasbourg,No,48,Other,3706.11
T100868,C1363,2025-07-22 20:00:00,Home Decor,2,367.7,Digital Wallet,Paris,Yes,46,Male,735.4
T101082,C1074,2025-07-23 01:00:00,Electronics,5,223.43,Cash,Marseille,No,46,Other,1117.15
T100270,C1386,2025-07-23 04:00:00,Clothing,7,202.13,Cash,Nantes,No,30,Other,1414.91
T100998,C1223,2025-07-23 05:00:00,Electronics,2,468.79,Digital Wallet,Strasbourg,Yes,58,Male,937.58
T101459,C1447,2025-07-23 06:00:00,Clothing,7,251.5,Debit Card,Montpellier,No,22,Male,1760.5
T100197,C1221,2025-07-23 07:00:00,Groceries,2,346.85,Digital Wallet,Nantes,No,38,Other,693.7
T101635,C1360,2025-07-23 14:00:00,Beauty,8,29.33,Digital Wallet,Toulouse,Yes,52,Other,234.64
T101875,C1294,2025-07-24 16:00:00,Clothing,9,106.23,Debit Card,Toulouse,No,64,Female,956.07
T101135,C1182,2025-07-24 22:00:00,Electronics,6,393.61,Cash,Nice,Yes,44,Male,2361.66
T101864,C1291,2025-07-25 02:00:00,Electronics,1,20.1,Cash,Lyon,No,36,Female,20.1
T101592,C1153,2025-07-25 06:00:00,Electronics,6,72.8,Digital Wallet,Marseille,No,26,Female,436.8
T100860,C1300,2025-07-25 08:00:00,Electronics,1,483.0,Digital Wallet,Montpellier,No,56,Male,483.0
T101373,C1272,2025-07-25 15:00:00,Beauty,6,90.55,Debit Card,Nice,No,51,Female,543.3
T100478,C1468,2025-07-25 19:00:00,Groceries,5,309.38,Digital Wallet,Lyon,No,21,Other,1546.9
T101427,C1327,2025-07-25 23:00:00,Home Decor,6,114.64,Debit Card,Toulouse,Yes,57,Female,687.84
T100222,C1043,2025-07-26 00:00:00,Groceries,8,54.81,Credit Card,Marseille,Yes,55,Other,438.48
T101692,C1161,2025-07-26 03:00:00,Groceries,5,164.43,Debit Card,Lyon,No,36,Other,822.15
T100274,C1439,2025-07-26 05:00:00,Beauty,3,436.42,Credit Card,Nantes,No,34,Other,1309.26
T101474,C1484,2025-07-26 09:00:00,Beauty,9,269.19,Credit Card,Nantes,No,59,Other,2422.71
T101727,C1287,2025-07-26 10:00:00,Groceries,3,117.57,Debit Card,Strasbourg,No,72,Female,352.71
T101763,C1385,2025-07-26 11:00:00,Clothing,8,369.46,Cash,Nice,No,62,Other,2955.68
T101657,C1157,2025-07-26 15:00:00,Home Decor,6,409.47,Cash,Lyon,No,34,Male,2456.82
T101679,C1318,2025-07-26 15:00:00,Home Decor,9,163.23,Digital Wallet,Paris,No,58,Female,1469.07
T100843,C1282,2025-07-26 17:00:00,Electronics,5,20.43,Digital Wallet,Paris,No,34,Other,102.15
T101617,C1454,2025-07-26 20:00:00,Beauty,5,496.44,Cash,Paris,No,38,Other,2482.2
T101789,C1214,2025-07-26 20:00:00,Clothing,4,240.9,Debit Card,Marseille,Yes,39,Female,963.6
T101462,C1110,2025-07-27 01:00:00,Home Decor,6,354.98,Digital Wallet,Strasbourg,No,68,Other,2129.88
T101729,C1301,2025-07-27 04:00:00,Groceries,5,335.46,Digital Wallet,Lyon,No,53,Other,1677.3
T100146,C1378,2025-07-27 07:00:00,Home Decor,2,168.01,Debit Card,Lyon,No,43,Male,336.02
T101841,C1218,2025-07-27 08:00:00,Electronics,7,19.86,Digital Wallet,Marseille,No,71,Other,139.02
T100388,C1339,2025-07-27 16:00:00,Home Decor,2,363.83,Debit Card,Montpellier,No,70,Female,727.66
T101077,C1206,2025-07-27 17:00:00,Clothing,2,488.13,Digital Wallet,Montpellier,No,32,Male,976.26
T101946,C1148,2025-07-27 17:00:00,Groceries,6,274.02,Cash,Nantes,Yes,65,Female,1644.12
T101860,C1362,2025-07-27 21:00:00,Clothing,4,254.67,Debit Card,Nantes,No,25,Female,1018.68
T101662,C1285,2025-07-28 02:00:00,Home Decor,9,211.91,Debit Card,Toulouse,No,47,Female,1907.19
T100165,C1359,2025-07-28 07:00:00,Beauty,3,450.95,Debit Card,Nantes,No,20,Other,1352.85
T101525,C1022,2025-07-28 08:00:00,Home Decor,7,145.63,Cash,Lyon,No,71,Female,1019.41
T101587,C1136,2025-07-28 10:00:00,Home Decor,2,33.61,Credit Card,Nice,Yes,28,Female,67.22
T101759,C1196,2025-07-28 13:00:00,Electronics,7,10.76,Digital Wallet,Nice,Yes,52,Female,75.32
T101776,C1052,2025-07-28 19:00:00,Electronics,1,378.66,Debit Card,Nice,Yes,29,Other,378.66
T100008,C1102,2025-07-29 00:00:00,Electronics,1,137.27,Digital Wallet,Montpellier,No,72,Female,137.27
T100783,C1395,2025-07-29 09:00:00,Groceries,9,229.36,Cash,Nantes,Yes,28,Female,2064.24
T101269,C1424,2025-07-29 13:00:00,Clothing,2,89.7,Debit Card,Strasbourg,No,55,Other,179.4
T101944,C1263,2025-07-29 15:00:00,Electronics,2,207.55,Cash,Strasbourg,No,49,Male,415.1
T101886,C1311,2025-07-29 16:00:00,Electronics,8,219.32,Digital Wallet,Toulouse,Yes,57,Female,1754.56
T100961,C1040,2025-07-29 18:00:00,Home Decor,9,184.78,Digital Wallet,Montpellier,No,40,Male,1663.02
T101430,C1013,2025-07-29 19:00:00,Clothing,1,148.15,Cash,Nantes,No,71,Male,148.15
T101956,C1088,2025-07-30 02:00:00,Groceries,9,454.95,Debit Card,Nice,No,71,Male,4094.55
T100644,C1093,2025-07-30 04:00:00,Electronics,8,63.64,Debit Card,Marseille,No,42,Other,509.12
T100567,C1059,2025-07-30 06:00:00,Electronics,6,355.84,Debit Card,Toulouse,Yes,58,Male,2135.04
T101170,C1011,2025-07-30 11:00:00,Beauty,6,292.46,Credit Card,Nantes,No,50,Female,1754.76
T101663,C1143,2025-07-30 11:00:00,Electronics,7,284.95,Digital Wallet,Nantes,Yes,39,Male,1994.65
T100665,C1324,2025-07-30 21:00:00,Clothing,1,9.18,Cash,Paris,No,44,Female,9.18
T100217,C1440,2025-07-30 21:00:00,Home Decor,2,346.59,Credit Card,Montpellier,Yes,42,Other,693.18
T101507,C1410,2025-07-31 12:00:00,Electronics,1,148.3,Digital Wallet,Lyon,Yes,25,Female,148.3
T101569,C1404,2025-08-01 08:00:00,Clothing,1,208.65,Debit Card,Paris,No,55,Male,208.65
T100597,C1345,2025-08-01 11:00:00,Beauty,8,65.91,Cash,Paris,No,34,Male,527.28
T100527,C1172,2025-08-01 17:00:00,Home Decor,6,74.86,Credit Card,Montpellier,Yes,66,Other,449.16
T101163,C1316,2025-08-01 20:00:00,Electronics,8,395.98,Credit Card,Lyon,No,27,Male,3167.84
T100528,C1019,2025-08-01 20:00:00,Electronics,2,5.39,Credit Card,Strasbourg,No,29,Other,10.78
T100812,C1108,2025-08-01 23:00:00,Home Decor,5,239.24,Credit Card,Nice,Yes,73,Other,1196.2
T100707,C1042,2025-08-01 23:00:00,Groceries,9,209.39,Cash,Paris,No,23,Female,1884.51
T101981,C1370,2025-08-02 07:00:00,Beauty,9,361.84,Credit Card,Toulouse,No,49,Female,3256.56
T100383,C1112,2025-08-02 08:00:00,Groceries,2,366.69,Cash,Marseille,Yes,70,Female,733.38
T100762,C1267,2025-08-02 14:00:00,Home Decor,4,141.07,Cash,Lyon,No,65,Male,564.28
T101935,C1056,2025-08-02 16:00:00,Clothing,8,310.59,Credit Card,Strasbourg,Yes,52,Male,2484.72
T101385,C1443,2025-08-02 16:00:00,Clothing,9,337.02,Credit Card,Lyon,No,48,Male,3033.18
T101758,C1302,2025-08-02 17:00:00,Clothing,9,228.02,Digital Wallet,Paris,No,53,Male,2052.18
T101667,C1256,2025-08-03 02:00:00,Groceries,1,71.32,Debit Card,Toulouse,No,55,Female,71.32
T101115,C1400,2025-08-03 13:00:00,Electronics,3,250.02,Credit Card,Paris,No,64,Female,750.06
T100946,C1407,2025-08-03 16:00:00,Home Decor,4,269.44,Cash,Toulouse,No,52,Female,1077.76
T100855,C1341,2025-08-03 21:00:00,Electronics,5,278.16,Cash,Strasbourg,No,19,Female,1390.8
T101783,C1080,2025-08-03 23:00:00,Groceries,3,471.59,Digital Wallet,Montpellier,Yes,62,Male,1414.77
T100887,C1316,2025-08-04 00:00:00,Clothing,8,224.44,Credit Card,Paris,Yes,48,Female,1795.52
T100054,C1319,2025-08-04 02:00:00,Beauty,9,361.58,Digital Wallet,Nice,No,59,Male,3254.22
T101188,C1106,2025-08-04 07:00:00,Beauty,6,479.82,Digital Wallet,Nantes,No,29,Other,2878.92
T101801,C1280,2025-08-04 09:00:00,Home Decor,4,173.59,Debit Card,Marseille,No,35,Female,694.36
T101304,C1039,2025-08-04 09:00:00,Electronics,5,458.39,Cash,Paris,Yes,51,Other,2291.95
T101413,C1164,2025-08-04 18:00:00,Groceries,6,53.37,Digital Wallet,Nice,Yes,20,Female,320.22
T101060,C1258,2025-08-04 22:00:00,Groceries,6,409.35,Cash,Paris,No,72,Female,2456.1
T100715,C1252,2025-08-05 12:00:00,Groceries,7,208.43,Credit Card,Strasbourg,No,55,Other,1459.01
T100289,C1129,2025-08-05 17:00:00,Beauty,1,286.89,Cash,Strasbourg,No,62,Male,286.89
T100581,C1423,2025-08-05 22:00:00,Groceries,1,247.16,Cash,Marseille,No,53,Male,247.16
T101232,C1191,2025-08-05 23:00:00,Home Decor,4,227.8,Debit Card,Lyon,No,53,Other,911.2
T101706,C1322,2025-08-05 23:00:00,Home Decor,4,367.48,Debit Card,Strasbourg,No,36,Other,1469.92
T101160,C1465,2025-08-06 00:00:00,Beauty,2,260.97,Debit Card,Paris,No,54,Female,521.94
T100817,C1397,2025-08-06 00:00:00,Electronics,4,421.7,Digital Wallet,Paris,No,44,Male,1686.8
T101239,C1440,2025-08-06 03:00:00,Electronics,8,211.03,Digital Wallet,Paris,Yes,65,Other,1688.24
T100734,C1492,2025-08-06 04:00:00,Clothing,7,182.87,Digital Wallet,Nantes,Yes,62,Female,1280.09
T100414,C1383,2025-08-06 05:00:00,Beauty,7,485.75,Credit Card,Toulouse,No,38,Other,3400.25
T101453,C1133,2025-08-06 09:00:00,Beauty,1,105.75,Credit Card,Toulouse,Yes,41,Male,105.75
T100304,C1293,2025-08-06 10:00:00,Clothing,8,305.31,Debit Card,Nantes,No,53,Other,2442.48
T101839,C1286,2025-08-06 20:00:00,Home Decor,3,132.13,Digital Wallet,Marseille,No,54,Female,396.39
T100635,C1484,2025-08-07 01:00:00,Electronics,2,435.2,Digital Wallet,Marseille,Yes,54,Male,870.4
T101878,C1309,2025-08-07 12:00:00,Beauty,1,168.74,Debit Card,Montpellier,No,69,Male,168.74
T100114,C1236,2025-08-07 16:00:00,Beauty,7,224.15,Digital Wallet,Strasbourg,No,21,Male,1569.05
T101458,C1041,2025-08-07 16:00:00,Beauty,7,22.63,Digital Wallet,Marseille,No,55,Female,158.41
T101064,C1448,2025-08-07 17:00:00,Home Decor,7,307.69,Digital Wallet,Montpellier,No,30,Other,2153.83
T100790,C1283,2025-08-08 00:00:00,Groceries,8,62.82,Credit Card,Toulouse,No,60,Male,502.56
T101666,C1017,2025-08-08 05:00:00,Clothing,6,458.96,Credit Card,Montpellier,No,33,Female,2753.76
T101997,C1102,2025-08-08 08:00:00,Groceries,7,224.25,Digital Wallet,Paris,No,46,Female,1569.75
T100227,C1127,2025-08-08 11:00:00,Home Decor,6,232.75,Debit Card,Nice,No,57,Other,1396.5
T100711,C1011,2025-08-08 13:00:00,Home Decor,2,126.18,Cash,Lyon,No,46,Female,252.36
T100574,C1364,2025-08-08 16:00:00,Groceries,9,449.16,Debit Card,Toulouse,No,27,Male,4042.44
T101638,C1117,2025-08-08 19:00:00,Clothing,6,124.75,Debit Card,Toulouse,No,64,Female,748.5
T101645,C1326,2025-08-09 02:00:00,Clothing,2,27.22,Credit Card,Strasbourg,No,42,Male,54.44
T101332,C1132,2025-08-09 03:00:00,Home Decor,2,72.44,Debit Card,Lyon,No,33,Other,144.88
T101118,C1339,2025-08-09 06:00:00,Groceries,8,107.01,Credit Card,Nice,Yes,63,Other,856.08
T101644,C1048,2025-08-09 09:00:00,Groceries,9,222.32,Credit Card,Paris,Yes,43,Female,2000.88
T101889,C1035,2025-08-09 13:00:00,Home Decor,6,352.57,Debit Card,Strasbourg,Yes,28,Male,2115.42
T100512,C1175,2025-08-09 19:00:00,Beauty,5,115.51,Cash,Nice,Yes,63,Other,577.55
T101914,C1024,2025-08-09 20:00:00,Clothing,2,469.19,Digital Wallet,Strasbourg,No,60,Other,938.38
T100213,C1065,2025-08-09 22:00:00,Clothing,4,95.0,Credit Card,Lyon,No,74,Female,380.0
T101687,C1287,2025-08-10 00:00:00,Groceries,4,416.73,Digital Wallet,Nantes,No,43,Male,1666.92
T101857,C1063,2025-08-10 02:00:00,Beauty,1,427.07,Digital Wallet,Lyon,Yes,23,Other,427.07
T100110,C1189,2025-08-10 04:00:00,Electronics,2,37.87,Cash,Marseille,No,68,Female,75.74
T101219,C1006,2025-08-10 08:00:00,Electronics,5,10.71,Debit Card,Nice,No,34,Female,53.55
T101790,C1127,2025-08-10 13:00:00,Groceries,5,151.55,Credit Card,Strasbourg,No,40,Other,757.75
T101271,C1005,2025-08-11 02:00:00,Groceries,4,353.93,Debit Card,Montpellier,No,34,Male,1415.72
T100575,C1479,2025-08-11 07:00:00,Electronics,4,261.52,Digital Wallet,Paris,No,55,Male,1046.08
T100196,C1387,2025-08-11 08:00:00,Beauty,6,37.47,Digital Wallet,Marseille,Yes,38,Male,224.82
T100291,C1171,2025-08-11 23:00:00,Beauty,1,43.78,Digital Wallet,Montpellier,No,67,Female,43.78
T100108,C1214,2025-08-12 01:00:00,Clothing,4,155.12,Credit Card,Marseille,No,63,Female,620.48
T101633,C1336,2025-08-12 07:00:00,Beauty,6,294.19,Digital Wallet,Strasbourg,No,48,Female,1765.14
T100631,C1075,2025-08-12 09:00:00,Clothing,5,230.55,Debit Card,Toulouse,Yes,39,Female,1152.75
T100608,C1121,2025-08-12 10:00:00,Groceries,6,56.18,Cash,Montpellier,Yes,33,Female,337.08
T100100,C1445,2025-08-12 12:00:00,Home Decor,4,25.09,Digital Wallet,Toulouse,Yes,72,Male,100.36
T100075,C1443,2025-08-12 18:00:00,Home Decor,4,304.98,Cash,Strasbourg,No,34,Other,1219.92
T101222,C1406,2025-08-12 20:00:00,Home Decor,7,62.85,Digital Wallet,Marseille,No,27,Other,439.95
T101266,C1235,2025-08-12 20:00:00,Home Decor,3,113.96,Digital Wallet,Nantes,No,52,Male,341.88
T100241,C1258,2025-08-13 02:00:00,Home Decor,4,355.43,Cash,Toulouse,No,73,Male,1421.72
T101072,C1400,2025-08-13 07:00:00,Clothing,7,257.32,Debit Card,Nantes,No,52,Female,1801.24
T100954,C1135,2025-08-13 11:00:00,Clothing,3,204.14,Credit Card,Marseille,No,64,Other,612.42
T100127,C1014,2025-08-14 03:00:00,Electronics,1,431.5,Credit Card,Lyon,Yes,35,Other,431.5
T100038,C1048,2025-08-14 06:00:00,Clothing,8,64.28,Debit Card,Nice,Yes,26,Other,514.24
T100044,C1463,2025-08-14 08:00:00,Electronics,9,85.64,Debit Card,Paris,No,73,Other,770.76
T101237,C1201,2025-08-14 12:00:00,Clothing,5,107.38,Cash,Toulouse,No,40,Male,536.9
T100455,C1171,2025-08-14 13:00:00,Electronics,2,322.93,Digital Wallet,Montpellier,Yes,23,Other,645.86
T101265,C1368,2025-08-14 14:00:00,Clothing,7,12.56,Debit Card,Strasbourg,No,66,Female,87.92
T100813,C1180,2025-08-14 21:00:00,Groceries,2,310.77,Credit Card,Strasbourg,No,46,Female,621.54
T100066,C1013,2025-08-14 23:00:00,Beauty,8,163.75,Digital Wallet,Lyon,Yes,53,Male,1310.0
T100649,C1203,2025-08-15 04:00:00,Home Decor,5,151.4,Credit Card,Nantes,No,43,Other,757.0
T100771,C1272,2025-08-15 05:00:00,Home Decor,5,81.11,Credit Card,Nantes,No,48,Other,405.55
T100869,C1181,2025-08-15 08:00:00,Beauty,7,344.51,Debit Card,Toulouse,No,65,Other,2411.57
